년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시
2018,01,04,116428,98111,84027,14084,16.8,2018/01/04(11:00)
2018,01,03,116428,98830,81596,17234,21.1,2018/01/03(10:00)
2018,01,02,116428,98255,79331,18924,23.9,2018/01/02(11:00)
2018,01,01,116428,97398,62145,35253,56.7,2018/01/01(24:00)
2017,12,31,116908,96958,62446,34512,55.3,2017/12/31(24:00)
2017,12,30,116908,95536,64779,30757,47.5,2017/12/30(11:00)
2017,12,29,116908,97981,78857,19124,24.3,2017/12/29(10:00)
2017,12,28,116908,97955,83478,14477,17.3,2017/12/28(10:00)
2017,12,27,116657,98281,83589,14692,17.6,2017/12/27(10:00)
2017,12,26,116657,97780,81374,16406,20.2,2017/12/26(10:00)
2017,12,25,116657,96082,66498,29584,44.5,2017/12/25(19:00)
2017,12,24,116657,94461,63302,31159,49.2,2017/12/24(24:00)
2017,12,23,116657,93545,67211,26334,39.2,2017/12/23(11:00)
2017,12,22,116657,93545,81852,13992,17.1,2017/12/22(10:00)
2017,12,21,116657,94978,83450,11528,13.8,2017/12/21(10:00)
2017,12,20,116657,97205,83664,13541,16.2,2017/12/20(10:00)
2017,12,19,116657,97171,83873,13298,15.9,2017/12/19(10:00)
2017,12,18,116657,96581,84640,11941,14.1,2017/12/18(11:00)
2017,12,17,116657,95078,66825,28253,42.3,2017/12/17(19:00)
2017,12,16,116657,92603,70890,21713,30.6,2017/12/16(11:00)
2017,12,15,116657,96407,84115,12292,14.6,2017/12/15(10:00)
2017,12,14,116657,97828,84968,12860,15.1,2017/12/14(10:00)
2017,12,13,116657,97418,84012,13406,16,2017/12/13(10:00)
2017,12,12,116657,96095,85133,10962,12.9,2017/12/12(10:00)
2017,12,11,116657,95498,83927,11571,13.8,2017/12/11(18:00)
2017,12,10,116657,90784,64000,26784,41.9,2017/12/10(24:00)
2017,12,09,116657,88449,68767,19682,28.6,2017/12/09(11:00)
2017,12,08,116657,92551,81361,11190,13.8,2017/12/08(10:00)
2017,12,07,116657,91572,80127,11445,14.3,2017/12/07(11:00)
2017,12,06,116657,91812,80911,12776,16.1,2017/12/06(10:00)
2017,12,05,116657,91914,80788,11126,13.8,2017/12/05(10:00)
2017,12,04,116657,92469,79221,13248,16.7,2017/12/04(18:00)
2017,12,03,116278,91700,61218,30482,49.8,2017/12/03(19:00)
2017,12,02,116278,92906,66179,26727,40.4,2017/12/02(11:00)
2017,12,01,116278,92783,77668,15115,19.5,2017/12/01(10:00)
2017,11,30,116278,92483,77048,15435,20,2017/11/30(10:00)
2017,11,29,116278,93866,74378,19488,26.2,2017/11/29(10:00)
2017,11,28,116278,93583,76519,17064,22.3,2017/11/28(10:00)
2017,11,27,116278,92971,76318,16653,21.8,2017/11/27(10:00)
2017,11,26,116278,88497,61257,27240,44.5,2017/11/26(24:00)
2017,11,25,116278,86553,65980,20573,31.2,2017/11/25(11:00)
2017,11,24,116278,92807,77605,15202,19.6,2017/11/24(10:00)
2017,11,23,116278,92783,77003,15780,20.5,2017/11/23(11:00)
2017,11,22,115900,91187,77349,13838,17.9,2017/11/22(11:00)
2017,11,21,115900,90278,77327,12951,16.7,2017/11/21(10:00)
2017,11,20,115900,91442,76794,14648,19.1,2017/11/20(18:00)
2017,11,19,115900,90095,61715,28380,46,2017/11/19(19:00)
2017,11,18,115900,89274,64400,24874,38.6,2017/11/18(19:00)
2017,11,17,115900,92398,74345,18053,24.3,2017/11/17(11:00)
2017,11,16,115900,91217,72971,18246,25,2017/11/16(18:00)
2017,11,15,115900,89682,72590,17704,24.6,2017/11/15(18:00)
2017,11,14,115900,87731,70501,17171,24.4,2017/11/14(18:00)
2017,11,13,115900,87918,70689,17229,24.4,2017/11/13(11:00)
2017,11,12,115900,87050,57618,29432,51.1,2017/11/12(19:00)
2017,11,11,115900,85993,59621,26372,44.2,2017/11/11(19:00)
2017,11,10,115900,85972,68299,17673,25.9,2017/11/10(17:00)
2017,11,09,115900,88234,67500,20734,30.7,2017/11/09(19:00)
2017,11,08,115900,88117,66862,21255,31.8,2017/11/08(18:00)
2017,11,07,115900,87229,67851,19378,28.6,2017/11/07(19:00)
2017,11,06,115900,88088,68148,19940,29.3,2017/11/06(19:00)
2017,11,05,115900,85517,56809,28708,50.5,2017/11/05(19:00)
2017,11,04,115900,83556,58933,24623,41.8,2017/11/04(19:00)
2017,11,03,115900,85673,66731,18942,28.4,2017/11/03(17:00)
2017,11,02,115900,86093,67063,19030,28.4,2017/11/02(19:00)
2017,11,01,115900,85425,66262,19163,28.9,2017/11/01(17:00)
2017,10,31,115900,87081,67675,19406,28.7,2017/10/31(19:00)
2017,10,30,115900,87521,68265,19256,28.2,2017/10/30(19:00)
2017,10,29,115900,84929,56295,28634,50.9,2017/10/29(20:00)
2017,10,28,115900,83421,58510,24911,42.6,2017/10/28(19:00)
2017,10,27,115900,86125,66589,19536,29.3,2017/10/27(19:00)
2017,10,26,115900,85521,67751,17770,26.2,2017/10/26(19:00)
2017,10,25,115900,87495,67111,20384,30.4,2017/10/25(19:00)
2017,10,24,115900,86397,67971,18426,27.1,2017/10/24(19:00)
2017,10,23,115900,87936,67501,20435,30.3,2017/10/23(19:00)
2017,10,22,115900,88162,56047,32115,57.3,2017/10/22(20:00)
2017,10,21,115900,86319,58896,27423,46.6,2017/10/21(19:00)
2017,10,20,115900,87499,66981,205180,30.6,2017/10/20(19:00)
2017,10,19,115900,86417,68224,19840,29.3,2017/10/19(19:00)
2017,10,18,115900,86343,67701,18642,27.5,2017/10/18(17:00)
2017,10,17,115900,85546,68021,17525,25.8,2017/10/17(19:00)
2017,10,16,115900,84250,67783,16467,24.3,2017/10/16(19:00)
2017,10,15,115249,83035,56499,26536,47,2017/10/15(20:00)
2017,10,14,115249,85314,58848,26466,45,2017/10/14(19:00)
2017,10,13,115249,87471,66400,21071,31.7,2017/10/13(19:00)
2017,10,12,115249,89422,67158,22264,33.2,2017/10/12(19:00)
2017,10,11,115249,89078,68423,20655,30.2,2017/10/11(11:00)
2017,10,10,115249,88736,70113,18623,26.6,2017/10/10(17:00)
2017,10,09,115249,88352,62781,25571,40.7,2017/10/09(19:00)
2017,10,08,115249,84897,56165,28732,51.2,2017/10/08(20:00)
2017,10,07,115249,84897,54716,30181,55.2,2017/10/07(20:00)
2017,10,06,115249,85300,52312,32988,63.1,2017/10/06(20:00)
2017,10,05,115249,86206,48919,37287,76.2,2017/10/05(20:00)
2017,10,04,115249,90044,46004,44040,95.7,2017/10/04(20:00)
2017,10,03,115249,89682,48934,40748,83.3,2017/10/03(20:00)
2017,10,02,115249,90276,55447,34829,62.8,2017/10/02(20:00)
2017,10,01,115249,89766,56530,33236,58.8,2017/10/01(20:00)
2017,09,30,115249,90193,58351,31842,54.6,2017/09/30(19:00)
2017,09,29,115249,93193,64707,28486,44,2017/09/29(18:00)
2017,09,28,114206,91397,68330,23067,33.8,2017/09/28(17:00)
2017,09,27,114206,90947,70978,19969,28.1,2017/09/27(15:00)
2017,09,26,114206,92144,72947,19197,26.3,2017/09/26(17:00)
2017,09,25,114206,91820,72798,19022,26.1,2017/09/25(17:00)
2017,09,24,114206,89652,59195,30457,51.5,2017/09/24(20:00)
2017,09,23,114206,89309,61791,27518,44.5,2017/09/23(15:00)
2017,09,22,114206,91816,69987,21829,31.2,2017/09/22(17:00)
2017,09,21,114206,91777,69362,22415,32.3,2017/09/21(17:00)
2017,09,20,114206,92456,68979,23477,34,2017/09/20(17:00)
2017,09,19,114206,92665,73115,19550,26.7,2017/09/19(16:00)
2017,09,18,114206,92551,71299,21252,29.8,2017/09/18(17:00)
2017,09,17,114206,87659,58088,29571,50.9,2017/09/17(20:00)
2017,09,16,114206,88214,60602,27612,45.6,2017/09/16(15:00)
2017,09,15,114206,92279,69521,22758,32.7,2017/09/15(17:00)
2017,09,14,114206,94191,71099,23092,32.5,2017/09/14(17:00)
2017,09,13,114206,93014,70373,22641,32.2,2017/09/13(17:00)
2017,09,12,114206,92313,72229,20084,27.8,2017/09/12(17:00)
2017,09,11,114206,92651,70946,21705,30.6,2017/09/11(15:00)
2017,09,10,114206,88745,59509,29236,49.1,2017/09/10(20:00)
2017,09,09,114206,89779,64087,25692,40.1,2017/09/09(15:00)
2017,09,08,114206,93909,73038,20871,28.6,2017/09/08(17:00)
2017,09,07,114206,94511,71699,22812,31.8,2017/09/07(17:00)
2017,09,06,114206,95006,71880,23126,32.2,2017/09/06(15:00)
2017,09,05,114206,94499,71944,22555,31.4,2017/09/05(15:00)
2017,09,04,114206,92846,72688,20158,27.7,2017/09/04(15:00)
2017,09,03,114206,91678,58814,32864,55.9,2017/09/03(20:00)
2017,09,02,114206,91533,61591,29942,48.6,2017/09/02(15:00)
2017,09,01,114206,94100,70931,23169,32.7,2017/09/01(17:00)
2017,08,31,114206,95847,70229,25618,36.5,2017/08/31(17:00)
2017,08,30,114206,96569,68797,27772,40.4,2017/08/30(16:00)
2017,08,29,114206,96582,71234,25348,35.6,2017/08/29(17:00)
2017,08,28,114206,95752,75454,20298,26.9,2017/08/28(15:00)
2017,08,27,114206,91074,59950,31124,51.9,2017/08/27(20:00)
2017,08,26,114206,91577,63547,28030,44.1,2017/08/26(15:00)
2017,08,25,114206,94808,79071,15737,19.9,2017/08/25(15:00)
2017,08,24,114206,95345,83432,11913,14.3,2017/08/24(15:00)
2017,08,23,114206,94851,83840,11011,13.1,2017/08/23(15:00)
2017,08,22,114206,94813,80879,13934,17.2,2017/08/22(17:00)
2017,08,21,114206,94942,79104,15838,20,2017/08/21(15:00)
2017,08,20,114206,91390,62497,28893,46.2,2017/08/20(20:00)
2017,08,19,114206,93359,67973,25386,37.3,2017/08/19(15:00)
2017,08,18,114206,95321,77648,17673,22.8,2017/08/18(17:00)
2017,08,17,114206,95799,77288,18511,24,2017/08/17(17:00)
2017,08,16,114206,95468,75902,19566,25.8,2017/08/16(15:00)
2017,08,15,114206,93361,67072,26289,39.2,2017/08/15(15:00)
2017,08,14,114206,94832,72855,21977,30.2,2017/08/14(15:00)
2017,08,13,114206,90404,61500,28904,47,2017/08/13(20:00)
2017,08,12,114206,91506,69570,21936,31.5,2017/08/12(15:00)
2017,08,11,113351,95564,80629,14935,18.5,2017/08/11(15:00)
2017,08,10,113351,94592,79807,14785,18.5,2017/08/10(17:00)
2017,08,09,113351,93714,80418,13296,16.5,2017/08/09(15:00)
2017,08,08,113351,94804,83775,11029,13.2,2017/08/08(15:00)
2017,08,07,113351,95125,84489,10636,12.6,2017/08/07(15:00)
2017,08,06,113351,88398,70906,17492,24.7,2017/08/06(21:00)
2017,08,05,113351,88265,72300,15965,22.1,2017/08/05(15:00)
2017,08,04,113351,91769,76990,14779,19.2,2017/08/04(17:00)
2017,08,03,113351,93031,74343,18688,25.1,2017/08/03(17:00)
2017,08,02,113351,93550,73103,20447,28,2017/08/02(17:00)
2017,08,01,113351,93092,71974,21118,29.3,2017/08/01(17:00)
2017,07,31,113351,93121,69467,23654,34.1,2017/07/31(15:00)
2017,07,30,113351,91077,63971,27106,42.4,2017/07/30(21:00)
2017,07,29,113351,90645,66214,24431,36.9,2017/07/29(12:00)
2017,07,28,113351,95482,78700,16782,21.3,2017/07/28(15:00)
2017,07,27,113351,95140,79180,15960,20.2,2017/07/27(17:00)
2017,07,26,113351,95163,80610,14553,18.1,2017/07/26(17:00)
2017,07,25,113351,94780,83321,11459,13.8,2017/07/25(15:00)
2017,07,24,113351,94461,82052,12409,15.1,2017/07/24(12:00)
2017,07,23,113351,89993,68319,21674,31.7,2017/07/23(21:00)
2017,07,22,113351,90733,75408,15325,20.3,2017/07/22(15:00)
2017,07,21,113351,94987,84586,10401,12.3,2017/07/21(17:00)
2017,07,20,113351,94712,84558,10154,12,2017/07/20(15:00)
2017,07,19,113351,94157,82682,11475,13.9,2017/07/19(17:00)
2017,07,18,113305,94706,80430,14276,17.7,2017/07/18(17:00)
2017,07,17,113305,93900,81042,12858,15.9,2017/07/17(15:00)
2017,07,16,113305,89317,65320,23997,36.7,2017/07/16(21:00)
2017,07,15,113305,89847,69532,20315,29.2,2017/07/15(12:00)
2017,07,14,113305,93437,83214,10223,12.3,2017/07/14(15:00)
2017,07,13,113305,92621,81830,10791,13.2,2017/07/13(17:00)
2017,07,12,113305,91477,80087,11390,14.2,2017/07/12(15:00)
2017,07,11,113305,92247,79685,12562,15.8,2017/07/11(15:00)
2017,07,10,113305,92732,78441,14291,18.2,2017/07/10(15:00)
2017,07,09,113305,88021,64400,23621,36.7,2017/07/09(21:00)
2017,07,08,113305,89545,68187,21358,31.3,2017/07/08(12:00)
2017,07,07,113305,93549,78640,14909,19,2017/07/07(15:00)
2017,07,06,113305,91939,80673,11266,14,2017/07/06(15:00)
2017,07,05,113305,89667,78494,11173,14.2,2017/07/05(15:00)
2017,07,04,113305,91290,78325,12965,16.6,2017/07/04(15:00)
2017,07,03,113305,92113,77051,15062,19.5,2017/07/03(15:00)
2017,07,02,113305,87819,61902,25917,41.9,2017/07/02(21:00)
2017,07,01,113305,86424,64637,21787,33.7,2017/07/01(15:00)
2017,06,30,113705,87888,75413,12475,16.5,2017/06/30(15:00)
2017,06,29,113705,87585,74958,12627,16.8,2017/06/29(15:00)
2017,06,28,113705,87698,74442,13256,17.8,2017/06/28(15:00)
2017,06,27,113705,87531,73199,14322,19.6,2017/06/27(15:00)
2017,06,26,113705,87820,73186,14634,20,2017/06/26(15:00)
2017,06,25,113705,85323,58182,27141,46.6,2017/06/25(21:00)
2017,06,24,113705,83428,63296,20132,31.8,2017/06/24(15:00)
2017,06,23,112779,86724,75077,11647,15.5,2017/06/23(15:00)
2017,06,22,112779,86466,73196,13270,18.1,2017/06/22(17:00)
2017,06,21,112779,86441,73408,13033,17.8,2017/06/21(15:00)
2017,06,20,111729,85132,73961,11171,15.1,2017/06/20(15:00)
2017,06,19,111729,85006,72473,12533,17.3,2017/06/19(17:00)
2017,06,18,112316,81885,57785,24100,41.7,2017/06/18(21:00)
2017,06,17,112316,83591,61261,22330,36.5,2017/06/17(15:00)
2017,06,16,112316,86941,71332,15609,21.9,2017/06/16(17:00)
2017,06,15,112316,84747,70246,14501,20.6,2017/06/15(17:00)
2017,06,14,112316,85205,68179,17026,25,2017/06/14(17:00)
2017,06,13,112316,84907,68006,16901,24.9,2017/06/13(15:00)
2017,06,12,111292,83421,66895,16526,24.7,2017/06/12(15:00)
2017,06,11,111292,83161,55233,27928,50.6,2017/06/11(21:00)
2017,06,10,111292,82165,58759,23406,39.8,2017/06/10(15:00)
2017,06,09,111292,83707,67241,16466,24.5,2017/06/09(16:00)
2017,06,08,111292,81647,66753,14894,22.3,2017/06/08(17:00)
2017,06,07,111292,82683,67008,15675,23.4,2017/06/07(15:00)
2017,06,06,111292,81083,61087,19996,32.7,2017/06/06(15:00)
2017,06,05,111292,81483,65530,15953,24.3,2017/06/05(17:00)
2017,06,04,111292,77623,54654,22969,42,2017/06/04(21:00)
2017,06,03,111292,76968,56898,20070,35.3,2017/06/03(15:00)
2017,06,02,111292,82221,65633,16588,25.3,2017/06/02(17:00)
2017,06,01,111292,81837,68853,12984,18.9,2017/06/01(15:00)
2017,05,31,111292,81665,69234,12431,18,2017/05/31(15:00)
2017,05,30,111292,82497,69887,12610,18,2017/05/30(15:00)
2017,05,29,111292,83014,69854,13160,18.8,2017/05/29(17:00)
2017,05,28,111292,82527,55277,27250,49.3,2017/05/28(21:00)
2017,05,27,111292,81212,56633,24579,43.4,2017/05/27(11:00)
2017,05,26,111292,83009,64402,18607,28.9,2017/05/26(17:00)
2017,05,25,111292,81835,67007,14828,22.1,2017/05/25(17:00)
2017,05,24,111292,83178,67810,15368,22.7,2017/05/24(15:00)
2017,05,23,111292,82751,67772,14979,22.1,2017/05/23(17:00)
2017,05,22,111292,81274,67482,13792,20.4,2017/05/22(17:00)
2017,05,21,111292,81065,55580,25485,45.9,2017/05/21(21:00)
2017,05,20,111292,80072,58028,22044,38,2017/05/20(15:00)
2017,05,19,111168,80693,66619,14074,21.1,2017/05/19(17:00)
2017,05,18,111168,80633,66176,14457,21.8,2017/05/18(17:00)
2017,05,17,111168,79301,65506,13795,21.1,2017/05/17(17:00)
2017,05,16,111168,80844,64434,16410,25.5,2017/05/16(17:00)
2017,05,15,111168,81620,64452,17168,26.6,2017/05/15(17:00)
2017,05,14,111168,77523,54246,23277,42.9,2017/05/14(21:00)
2017,05,13,111168,78407,57892,20515,35.4,2017/05/13(01:00)
2017,05,12,111168,80398,66500,13898,20.9,2017/05/12(11:00)
2017,05,11,111168,80138,65315,14823,22.7,2017/05/11(17:00)
2017,05,10,111168,80821,65137,15684,24.1,2017/05/10(11:00)
2017,05,09,111168,79013,61163,17850,29.2,2017/05/09(15:00)
2017,05,08,111168,77697,63803,13894,21.8,2017/05/08(17:00)
2017,05,07,111168,80272,53449,26823,50.2,2017/05/07(21:00)
2017,05,06,110671,79430,53271,26159,49.1,2017/05/06(21:00)
2017,05,05,110671,83028,56195,26833,47.7,2017/05/05(20:00)
2017,05,04,110671,83056,60366,22690,37.6,2017/05/04(17:00)
2017,05,03,110671,82942,58991,23951,40.6,2017/05/03(21:00)
2017,05,02,110671,82331,62100,20231,32.6,2017/05/02(17:00)
2017,05,01,110671,82501,56790,25711,45.3,2017/05/01(20:00)
2017,04,30,110671,80635,54163,26472,48.9,2017/04/30(21:00)
2017,04,29,110671,81130,55507,25623,46.2,2017/04/29(21:00)
2017,04,28,110671,80659,62861,17798,28.3,2017/04/28(17:00)
2017,04,27,110671,79714,63751,15963,25,2017/04/27(20:00)
2017,04,26,110671,80871,63329,17542,27.7,2017/04/26(11:00)
2017,04,25,110671,81209,64533,16676,25.8,2017/04/25(17:00)
2017,04,24,110671,82873,63820,19053,29.9,2017/04/24(20:00)
2017,04,23,110671,81850,54420,27430,50.4,2017/04/23(21:00)
2017,04,22,110671,83523,56424,27099,48,2017/04/22(21:00)
2017,04,21,110671,84048,63284,20764,32.8,2017/04/21(10:00)
2017,04,20,110671,83682,65335,18347,28.1,2017/04/20(15:00)
2017,04,19,110671,83051,62985,20066,31.9,2017/04/19(10:00)
2017,04,18,110671,83724,65101,18623,28.6,2017/04/18(17:00)
2017,04,17,110671,82855,66355,16500,24.9,2017/04/17(15:00)
2017,04,16,110671,82735,54282,28453,52.4,2017/04/16(21:00)
2017,04,15,110671,83099,55961,27138,48.5,2017/04/15(01:00)
2017,04,14,110502,85529,64493,21036,32.6,2017/04/14(17:00)
2017,04,13,110502,84544,64430,20114,31.2,2017/04/13(20:00)
2017,04,12,110502,85970,64262,21708,33.8,2017/04/12(20:00)
2017,04,11,110502,87343,65921,21422,32.5,2017/04/11(10:00)
2017,04,10,110502,87013,63993,23020,36,2017/04/10(20:00)
2017,04,09,110502,84126,54617,29509,54,2017/04/09(21:00)
2017,04,08,110502,86383,56759,29624,52.2,2017/04/08(10:00)
2017,04,07,110502,87253,65396,21857,33.4,2017/04/07(10:00)
2017,04,06,110502,87916,69129,18787,27.2,2017/04/06(11:00)
2017,04,05,110502,86046,68200,17846,26.2,2017/04/05(17:00)
2017,04,04,110502,86064,65973,20091,30.5,2017/04/04(10:00)
2017,04,03,110502,84021,65686,18335,27.9,2017/04/03(10:00)
2017,04,02,110502,85311,56420,28891,51.2,2017/04/02(23:00)
2017,04,01,110502,84158,59219,24939,42.1,2017/04/01(24:00)
2017,03,31,109493,88725,68976,19749,28.6,2017/03/31(10:00)
2017,03,30,109493,87994,67807,20187,29.8,2017/03/30(10:00)
2017,03,29,109493,87117,69891,17226,24.6,2017/03/29(10:00)
2017,03,28,109493,86241,70060,16181,23.1,2017/03/28(10:00)
2017,03,27,108601,88323,70135,18188,25.9,2017/03/27(10:00)
2017,03,26,108601,87877,57467,30410,52.9,2017/03/26(23:00)
2017,03,25,108601,86606,61395,25211,41.1,2017/03/25(11:00)
2017,03,24,108601,88072,69257,18815,27.2,2017/03/24(10:00)
2017,03,23,108601,87672,69549,18123,26.1,2017/03/23(10:00)
2017,03,22,108601,87657,70170,17487,24.9,2017/03/22(10:00)
2017,03,21,108601,87503,68210,19293,28.3,2017/03/21(20:00)
2017,03,20,108601,87922,69809,18113,25.9,2017/03/20(11:00)
2017,03,19,108601,87910,56890,31020,54.5,2017/03/19(23:00)
2017,03,18,108601,90013,61921,28092,45.4,2017/03/18(10:00)
2017,03,17,108601,91839,70322,21517,30.6,2017/03/17(10:00)
2017,03,16,107703,91482,70775,20707,29.3,2017/03/16(10:00)
2017,03,15,107703,90591,71134,19457,27.4,2017/03/15(10:00)
2017,03,14,107703,91119,70674,20445,28.9,2017/03/14(10:00)
2017,03,13,107703,93327,70385,22942,32.6,2017/03/13(10:00)
2017,03,12,107703,91063,57589,33474,58.1,2017/03/12(01:00)
2017,03,11,107703,90228,62468,27760,44.4,2017/03/11(01:00)
2017,03,10,107703,92047,73349,18698,25.5,2017/03/10(10:00)
2017,03,09,107703,92807,74556,18251,24.5,2017/03/09(10:00)
2017,03,08,107703,92902,76634,16268,21.2,2017/03/08(10:00)
2017,03,07,107098,93840,76756,17084,22.3,2017/03/07(10:00)
2017,03,06,107098,94148,73396,20752,28.3,2017/03/06(10:00)
2017,03,05,107098,91770,58780,32990,56.1,2017/03/05(24:00)
2017,03,04,107098,91420,62651,28769,45.9,2017/03/04(01:00)
2017,03,03,107098,93479,74262,19487,26.2,2017/03/03(10:00)
2017,03,02,107098,92979,75921,17058,22.5,2017/03/02(10:00)
2017,03,01,107098,92104,64523,27581,42.7,2017/03/01(20:00)
2017,02,28,107098,92437,73617,18820,25.6,2017/02/28(10:00)
2017,02,27,107098,93171,73564,19607,26.7,2017/02/27(10:00)
2017,02,26,107098,91375,60444,30931,51.2,2017/02/26(24:00)
2017,02,25,107098,91811,64596,27215,42.1,2017/02/25(01:00)
2017,02,24,107098,92732,75970,16762,22.1,2017/02/24(10:00)
2017,02,23,107098,93526,75909,17617,23.2,2017/02/23(10:00)
2017,02,22,107098,93689,78523,15166,19.3,2017/02/22(11:00)
2017,02,21,107098,93347,77149,16198,21,2017/02/21(10:00)
2017,02,20,107098,93928,76063,17865,23.5,2017/02/20(11:00)
2017,02,19,107098,89643,61553,28090,45.6,2017/02/19(01:00)
2017,02,18,107098,90042,65574,24468,37.3,2017/02/18(11:00)
2017,02,17,107098,96207,74358,21849,29.4,2017/02/17(10:00)
2017,02,16,107098,96295,75604,20691,27.4,2017/02/16(10:00)
2017,02,15,107098,96403,77770,18633,24,2017/02/15(10:00)
2017,02,14,107098,96561,78279,18282,23.4,2017/02/14(10:00)
2017,02,13,107098,96343,79050,17293,21.9,2017/02/13(11:00)
2017,02,12,107098,93782,64047,29735,46.4,2017/02/12(01:00)
2017,02,11,107098,92955,69363,23592,34,2017/02/11(11:00)
2017,02,10,107098,95916,81268,14648,18,2017/02/10(11:00)
2017,02,09,107098,97002,80002,17000,21.2,2017/02/09(10:00)
2017,02,08,107098,96980,79274,17706,22.3,2017/02/08(11:00)
2017,02,07,107098,97305,80163,17142,21.4,2017/02/07(10:00)
2017,02,06,107098,96366,78251,18115,23.1,2017/02/06(10:00)
2017,02,05,107098,94991,62577,32414,51.8,2017/02/05(24:00)
2017,02,04,107098,94172,67533,26639,39.4,2017/02/04(11:00)
2017,02,03,107098,96289,78232,18057,23.1,2017/02/03(10:00)
2017,02,02,107098,96341,80243,16098,20.1,2017/02/02(10:00)
2017,02,01,107098,95220,80173,15047,18.8,2017/02/01(11:00)
2017,01,31,106238,94937,77034,17903,23.2,2017/01/31(11:00)
2017,01,30,106238,91686,62634,29052,46.4,2017/01/30(24:00)
2017,01,29,106238,89100,57667,31433,54.5,2017/01/29(24:00)
2017,01,28,106238,89072,56442,32630,57.8,2017/01/28(01:00)
2017,01,27,106238,91078,62908,28170,44.8,2017/01/27(01:00)
2017,01,26,106238,95631,78670,16961,21.6,2017/01/26(10:00)
2017,01,25,106238,95823,81686,14137,17.3,2017/01/25(10:00)
2017,01,24,106238,96526,82884,13642,16.5,2017/01/24(10:00)
2017,01,23,106238,95443,83657,11786,14.1,2017/01/23(11:00)
2017,01,22,106238,91965,66749,25216,37.8,2017/01/22(24:00)
2017,01,21,106238,90927,71225,19702,27.7,2017/01/21(11:00)
2017,01,20,106238,94284,81765,12519,15.3,2017/01/20(11:00)
2017,01,19,106238,94146,80171,13975,17.4,2017/01/19(10:00)
2017,01,18,106238,95091,79959,15132,18.9,2017/01/18(10:00)
2017,01,17,105866,94280,81681,12599,15.4,2017/01/17(10:00)
2017,01,16,105866,93313,80790,12523,15.5,2017/01/16(11:00)
2017,01,15,105866,91004,66021,24983,37.8,2017/01/15(01:00)
2017,01,14,105866,92828,69894,22934,32.8,2017/01/14(11:00)
2017,01,13,105866,94912,80079,14833,18.5,2017/01/13(11:00)
2017,01,12,105866,94338,78403,15935,20.3,2017/01/12(10:00)
2017,01,11,105866,94862,78898,15964,20.2,2017/01/11(10:00)
2017,01,10,105866,93039,76690,16349,21.3,2017/01/10(10:00)
2017,01,09,105866,92252,75090,17162,22.9,2017/01/09(11:00)
2017,01,08,105866,90644,59058,31586,53.5,2017/01/08(24:00)
2017,01,07,105866,90470,64879,25591,39.4,2017/01/07(11:00)
