瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C)
143,措备,2016-05-02,12.5,27
143,措备,2016-05-03,14.6,21.4
143,措备,2016-05-04,14.7,25
143,措备,2016-05-05,11.7,28
143,措备,2016-05-06,18.4,24
143,措备,2016-05-07,15.2,25.5
143,措备,2016-05-08,10.5,26.1
143,措备,2016-05-09,15.1,24.9
143,措备,2016-05-10,12,20.1
143,措备,2016-05-11,12.5,23.4
143,措备,2016-05-12,12.2,27.4
143,措备,2016-05-13,12.7,22.2
143,措备,2016-05-14,9.1,23.1
143,措备,2016-05-15,11.1,25.1
143,措备,2016-05-16,10.6,22.5
143,措备,2016-05-17,8.2,27.4
143,措备,2016-05-18,11.8,31.1
143,措备,2016-05-19,12.1,29.9
143,措备,2016-05-20,11.9,29.6
143,措备,2016-05-21,11.4,27.2
143,措备,2016-05-22,10.5,27.4
143,措备,2016-05-23,11.2,30.6
143,措备,2016-05-24,15.9,22.7
143,措备,2016-05-25,13.8,28
143,措备,2016-05-26,15.5,28.2
143,措备,2016-05-27,21.3,29.1
143,措备,2016-05-28,19.2,29.2
143,措备,2016-05-29,17.6,28.6
143,措备,2016-05-30,16.3,32.3
143,措备,2016-05-31,19.4,30.8
143,措备,2016-06-01,16.6,25.1
143,措备,2016-06-02,12.3,28
143,措备,2016-06-03,15.9,31.2
143,措备,2016-06-04,17.4,23
143,措备,2016-06-05,16.8,25.6
143,措备,2016-06-06,17.7,19.3
143,措备,2016-06-07,17.8,28.4
143,措备,2016-06-08,19.6,24.7
143,措备,2016-06-09,19.7,27.4
143,措备,2016-06-10,18.2,32.1
143,措备,2016-06-11,20.7,31.6
143,措备,2016-06-12,21.7,26.3
143,措备,2016-06-13,19.2,28.3
143,措备,2016-06-14,18.5,28.4
143,措备,2016-06-15,19.4,25.6
143,措备,2016-06-16,21.9,28.9
143,措备,2016-06-17,19.5,32
143,措备,2016-06-18,20.3,33.5
143,措备,2016-06-19,20.5,32.6
143,措备,2016-06-20,19.1,31.5
143,措备,2016-06-21,22,25.3
143,措备,2016-06-22,20.9,25.5
143,措备,2016-06-23,20.3,32.7
143,措备,2016-06-24,20.1,25.5
143,措备,2016-06-25,21,29.6
143,措备,2016-06-26,18.7,30.9
143,措备,2016-06-27,18.8,27.8
143,措备,2016-06-28,18.4,27.8
143,措备,2016-06-29,19.4,26.6
143,措备,2016-06-30,20.7,32.3
143,措备,2016-07-01,23.5,28.5
143,措备,2016-07-02,22.9,28.3
143,措备,2016-07-03,20.3,26.7
143,措备,2016-07-04,20.5,23
143,措备,2016-07-05,21.1,32.6
143,措备,2016-07-06,20.7,31
143,措备,2016-07-07,19.4,32.6
143,措备,2016-07-08,20,31.7
143,措备,2016-07-09,21.5,33.9
143,措备,2016-07-10,24.5,33.5
143,措备,2016-07-11,23.4,29.9
143,措备,2016-07-12,24.2,29.7
143,措备,2016-07-13,23.7,32.4
143,措备,2016-07-14,22.7,32.3
143,措备,2016-07-15,20.5,29.8
143,措备,2016-07-16,21.2,22.8
143,措备,2016-07-17,21.2,31.6
143,措备,2016-07-18,21.6,30.9
143,措备,2016-07-19,22.6,29.8
143,措备,2016-07-20,22,29
143,措备,2016-07-21,21.1,29.2
143,措备,2016-07-22,20.9,30.6
143,措备,2016-07-23,20.6,34
143,措备,2016-07-24,23.4,36
143,措备,2016-07-25,24.6,32.6
143,措备,2016-07-26,25.4,35
143,措备,2016-07-27,25.8,36.1
143,措备,2016-07-28,27.3,35.4
143,措备,2016-07-29,26.2,36
143,措备,2016-07-30,25.7,35.1
143,措备,2016-07-31,22.7,35.1
143,措备,2016-08-01,23.4,34.3
143,措备,2016-08-02,24.3,32.2
143,措备,2016-08-03,24,33.2
143,措备,2016-08-04,23.5,33.8
143,措备,2016-08-05,23.4,34.5
143,措备,2016-08-06,24.5,35.1
143,措备,2016-08-07,25,34.6
143,措备,2016-08-08,24.9,35.6
143,措备,2016-08-09,24.9,31.8
143,措备,2016-08-10,23,35.4
143,措备,2016-08-11,25.5,37.8
143,措备,2016-08-12,26.4,37.7
143,措备,2016-08-13,26.1,38.1
143,措备,2016-08-14,26.5,37
143,措备,2016-08-15,26.9,36
143,措备,2016-08-16,25.6,32.8
143,措备,2016-08-17,23.6,35.2
143,措备,2016-08-18,24,35
143,措备,2016-08-19,23.9,34.6
143,措备,2016-08-20,23.4,33.6
143,措备,2016-08-21,23.6,33.9
143,措备,2016-08-22,23.3,34.6
143,措备,2016-08-23,24.5,32.5
143,措备,2016-08-24,22.1,33.9
143,措备,2016-08-25,21,36.2
143,措备,2016-08-26,19.1,30.2
143,措备,2016-08-27,18.6,27.4
143,措备,2016-08-28,17.9,23
143,措备,2016-08-29,17.9,25.6
143,措备,2016-08-30,16.9,26
143,措备,2016-08-31,20.3,28.5
143,措备,2016-09-01,21.5,32.2
143,措备,2016-09-02,18.9,21.5
143,措备,2016-09-03,19.2,24.4
143,措备,2016-09-04,21.6,27.8
143,措备,2016-09-05,22,27.8
143,措备,2016-09-06,22.9,28.6
143,措备,2016-09-07,20.6,30.1
143,措备,2016-09-08,18,29.2
143,措备,2016-09-09,19.8,29.6
143,措备,2016-09-10,21.4,27.1
143,措备,2016-09-11,20.2,27.1
143,措备,2016-09-12,18.8,22.8
143,措备,2016-09-13,17.8,28.1
143,措备,2016-09-14,18.4,28.2
143,措备,2016-09-15,19.2,28.6
143,措备,2016-09-16,20.7,24.9
143,措备,2016-09-17,18.2,21
143,措备,2016-09-18,18.1,21.4
143,措备,2016-09-19,18,23.3
143,措备,2016-09-20,15,23.8
143,措备,2016-09-21,13.1,23.5
143,措备,2016-09-22,17.2,23.9
143,措备,2016-09-23,16.3,26.8
143,措备,2016-09-24,16.4,28
143,措备,2016-09-25,16.2,26.9
143,措备,2016-09-26,18.7,25.9
143,措备,2016-09-27,21,29.8
143,措备,2016-09-28,20.1,25.8
143,措备,2016-09-29,16.9,20.6
143,措备,2016-09-30,15.6,18.4
143,措备,2016-10-01,17,21.8
143,措备,2016-10-02,19,26.7
143,措备,2016-10-03,21.2,27.6
143,措备,2016-10-04,19,25.6
143,措备,2016-10-05,17.5,23.4
143,措备,2016-10-06,15.8,25.4
143,措备,2016-10-07,16.6,23.5
143,措备,2016-10-08,15.8,20.8
143,措备,2016-10-09,11,19
143,措备,2016-10-10,10.2,19.7
143,措备,2016-10-11,11.4,20.5
143,措备,2016-10-12,11.9,22.7
143,措备,2016-10-13,12.9,20.9
143,措备,2016-10-14,10.1,22.9
143,措备,2016-10-15,10.2,23.5
143,措备,2016-10-16,13.6,16.8
143,措备,2016-10-17,15.1,24.3
143,措备,2016-10-18,12.4,23.6
143,措备,2016-10-19,13.5,23.5
143,措备,2016-10-20,12.4,22.9
143,措备,2016-10-21,14.7,17.9
143,措备,2016-10-22,13.8,20.8
143,措备,2016-10-23,12.3,16.9
143,措备,2016-10-24,10.8,19.4
143,措备,2016-10-25,12.3,20.5
143,措备,2016-10-26,10.3,20.1
143,措备,2016-10-27,9.3,19.7
143,措备,2016-10-28,13.2,15.9
143,措备,2016-10-29,10.1,15.6
143,措备,2016-10-30,5.7,16.4
143,措备,2016-10-31,5.8,11.8
143,措备,2016-11-01,2.8,10.7
143,措备,2016-11-02,2.3,12.4
143,措备,2016-11-03,1.3,14.6
143,措备,2016-11-04,2.5,18
143,措备,2016-11-05,4.9,20.3
143,措备,2016-11-06,8.8,14.5
143,措备,2016-11-07,9.5,17.4
143,措备,2016-11-08,5.2,13.5
143,措备,2016-11-09,1.6,12
143,措备,2016-11-10,4.3,14.2
143,措备,2016-11-11,5.7,15.9
143,措备,2016-11-12,2.8,18.7
143,措备,2016-11-13,4.6,17.8
143,措备,2016-11-14,10.4,20.4
143,措备,2016-11-15,5.5,17
143,措备,2016-11-16,1.6,16.1
143,措备,2016-11-17,5.9,15.5
143,措备,2016-11-18,4,16.5
143,措备,2016-11-19,11.2,18.3
143,措备,2016-11-20,10.7,19.6
143,措备,2016-11-21,7.7,16.8
143,措备,2016-11-22,4.2,11.3
143,措备,2016-11-23,2.1,10.1
143,措备,2016-11-24,-1.3,5.8
143,措备,2016-11-25,.2,8.2
143,措备,2016-11-26,-3,4.7
143,措备,2016-11-27,.9,9
143,措备,2016-11-28,.5,9
143,措备,2016-11-29,-.1,10.2
143,措备,2016-11-30,4.8,10.6
143,措备,2016-12-01,3.7,11.8
143,措备,2016-12-02,1.8,10.9
143,措备,2016-12-03,-2.6,12.3
143,措备,2016-12-04,1,9.8
143,措备,2016-12-05,.4,15.4
143,措备,2016-12-06,-1.9,8.3
143,措备,2016-12-07,-4.9,5.1
143,措备,2016-12-08,-2.4,10.4
143,措备,2016-12-09,1.9,10.4
143,措备,2016-12-10,-3,8.7
143,措备,2016-12-11,-4.8,8.2
143,措备,2016-12-12,-2.9,10.5
143,措备,2016-12-13,1.9,10.1
143,措备,2016-12-14,2.2,6.7
143,措备,2016-12-15,-2.8,3.9
143,措备,2016-12-16,-4.5,3.2
143,措备,2016-12-17,-2.8,10.5
143,措备,2016-12-18,-1.9,10.5
143,措备,2016-12-19,3.2,7.5
143,措备,2016-12-20,4.7,12.6
143,措备,2016-12-21,3.3,11
143,措备,2016-12-22,6,16.6
143,措备,2016-12-23,.6,6.1
143,措备,2016-12-24,-1.9,5
143,措备,2016-12-25,-1.5,10.1
143,措备,2016-12-26,4.1,6.4
143,措备,2016-12-27,-1.5,6.5
143,措备,2016-12-28,-5.1,6.1
143,措备,2016-12-29,-2.4,3.2
143,措备,2016-12-30,-3.1,5.5
143,措备,2016-12-31,-2.2,7.9
143,措备,2017-01-01,-2,10
143,措备,2017-01-02,-.4,12.3
143,措备,2017-01-03,.9,10.9
143,措备,2017-01-04,-1.9,11.2
143,措备,2017-01-05,-1.6,7.6
143,措备,2017-01-06,.7,8.4
143,措备,2017-01-07,-2.7,8.1
143,措备,2017-01-08,4.4,13
143,措备,2017-01-09,2.2,9.4
143,措备,2017-01-10,-.7,5.5
143,措备,2017-01-11,-4.6,3.3
143,措备,2017-01-12,-3.9,8.2
143,措备,2017-01-13,-3.2,4.7
143,措备,2017-01-14,-6.8,-.7
143,措备,2017-01-15,-8.2,2.8
143,措备,2017-01-16,-7.2,5.6
143,措备,2017-01-17,-7.8,7.1
143,措备,2017-01-18,-3.3,6.6
143,措备,2017-01-19,-4.3,8.3
143,措备,2017-01-20,-3.7,1.8
143,措备,2017-01-21,-6.8,3.3
143,措备,2017-01-22,-5.6,-.4
143,措备,2017-01-23,-7.8,-.5
143,措备,2017-01-24,-6.8,2.4
143,措备,2017-01-25,-9,4.4
143,措备,2017-01-26,-8.6,8.1
143,措备,2017-01-27,-.2,7.9
143,措备,2017-01-28,-5.6,9.7
143,措备,2017-01-29,1.1,6.3
143,措备,2017-01-30,-3.3,4.8
143,措备,2017-01-31,-7.3,6.6
143,措备,2017-02-01,-2,5.5
143,措备,2017-02-02,-3.5,7.8
143,措备,2017-02-03,-1,9.7
143,措备,2017-02-04,-2,13.2
143,措备,2017-02-05,2.8,12
143,措备,2017-02-06,-.3,6.2
143,措备,2017-02-07,-3.4,8.1
143,措备,2017-02-08,-1.6,7.9
143,措备,2017-02-09,-4.8,2.5
143,措备,2017-02-10,-5.8,.5
143,措备,2017-02-11,-6.2,2.4
143,措备,2017-02-12,-4.8,6.5
143,措备,2017-02-13,-4.6,8.2
143,措备,2017-02-14,-1.7,8.4
143,措备,2017-02-15,-4.7,12.9
143,措备,2017-02-16,-1.2,17.1
143,措备,2017-02-17,1.9,14.1
143,措备,2017-02-18,-2.1,5.4
143,措备,2017-02-19,-3.6,12.3
143,措备,2017-02-20,-1.3,9.5
143,措备,2017-02-21,-4.9,9.7
143,措备,2017-02-22,1.2,4.9
143,措备,2017-02-23,-1,5.3
143,措备,2017-02-24,-3,7.1
143,措备,2017-02-25,-2.6,10.3
143,措备,2017-02-26,-1.7,11
143,措备,2017-02-27,-.6,12.8
143,措备,2017-02-28,1.4,13.9
143,措备,2017-03-01,1.3,13.7
143,措备,2017-03-02,1.7,8.7
143,措备,2017-03-03,-.1,13.3
143,措备,2017-03-04,1.5,15.8
143,措备,2017-03-05,1.2,15.9
143,措备,2017-03-06,.7,9.1
143,措备,2017-03-07,-1.6,5.3
143,措备,2017-03-08,-2.5,6.5
143,措备,2017-03-09,.7,13.1
143,措备,2017-03-10,1.2,13.6
143,措备,2017-03-11,-1.5,16.8
143,措备,2017-03-12,1,18.7
143,措备,2017-03-13,7.7,16.3
143,措备,2017-03-14,4.6,14
143,措备,2017-03-15,-.1,13
143,措备,2017-03-16,.8,14.3
143,措备,2017-03-17,2.1,16.8
143,措备,2017-03-18,3.1,17.5
143,措备,2017-03-19,2.3,18.6
143,措备,2017-03-20,2.2,15
143,措备,2017-03-21,5.3,15.3
143,措备,2017-03-22,.9,15.5
143,措备,2017-03-23,7.3,17.1
143,措备,2017-03-24,6.1,14.3
143,措备,2017-03-25,4,10.4
143,措备,2017-03-26,4,11.4
143,措备,2017-03-27,3.3,10.7
143,措备,2017-03-28,.4,15.3
143,措备,2017-03-29,5.4,15.2
143,措备,2017-03-30,5,20.2
143,措备,2017-03-31,7.3,11
143,措备,2017-04-01,5.1,11
143,措备,2017-04-02,2.1,15.8
143,措备,2017-04-03,5.3,21.9
143,措备,2017-04-04,5.3,23.2
143,措备,2017-04-05,12.2,17.2
143,措备,2017-04-06,14.9,21
143,措备,2017-04-07,8.9,22.6
143,措备,2017-04-08,9.2,27.2
143,措备,2017-04-09,11.1,17.1
143,措备,2017-04-10,9.3,16.4
143,措备,2017-04-11,8.3,19
143,措备,2017-04-12,11,19.4
143,措备,2017-04-13,5.9,23.4
143,措备,2017-04-14,8.9,22.7
143,措备,2017-04-15,13.7,27.5
143,措备,2017-04-16,12,29
143,措备,2017-04-17,12,17.8
143,措备,2017-04-18,9.7,24.3
143,措备,2017-04-19,10.4,21.2
143,措备,2017-04-20,10.6,19.6
143,措备,2017-04-21,8.7,21.3
143,措备,2017-04-22,8.9,21.4
143,措备,2017-04-23,7.5,23.7
143,措备,2017-04-24,8.6,25.2
143,措备,2017-04-25,14,24.4
143,措备,2017-04-26,13,20.9
143,措备,2017-04-27,10.9,20.5
143,措备,2017-04-28,7,26.3
143,措备,2017-04-29,10,27.9
143,措备,2017-04-30,14.5,31.1
143,措备,2017-05-01,13.3,23.3
143,措备,2017-05-02,8.5,24.7
143,措备,2017-05-03,8.5,28.5
143,措备,2017-05-04,10.7,28.4
143,措备,2017-05-05,17.1,26.5
143,措备,2017-05-06,15.1,25.1
143,措备,2017-05-07,11.2,28.1
143,措备,2017-05-08,10.9,27.6
143,措备,2017-05-09,13.5,19.6
143,措备,2017-05-10,13.5,21.2
143,措备,2017-05-11,12.7,27.7
143,措备,2017-05-12,15.4,20.3
143,措备,2017-05-13,12.6,27.7
143,措备,2017-05-14,14.5,25.9
143,措备,2017-05-15,12.5,24.6
143,措备,2017-05-16,14.4,23.9
143,措备,2017-05-17,13.8,26
143,措备,2017-05-18,13.8,29.2
143,措备,2017-05-19,17,31.7
143,措备,2017-05-20,20,31.7
143,措备,2017-05-21,17.6,30.2
143,措备,2017-05-22,16.3,31
143,措备,2017-05-23,14.1,28.1
143,措备,2017-05-24,18.4,26.3
143,措备,2017-05-25,17.6,32.1
143,措备,2017-05-26,13.5,24
143,措备,2017-05-27,11.5,27.7
143,措备,2017-05-28,13,30.9
143,措备,2017-05-29,18.7,35.9
143,措备,2017-05-30,19.2,33.3
143,措备,2017-05-31,19.9,30.7
143,措备,2017-06-01,17.5,32.6
143,措备,2017-06-02,14.3,28.8
143,措备,2017-06-03,16.2,27.3
143,措备,2017-06-04,12.2,29.1
143,措备,2017-06-05,13.4,26.8
143,措备,2017-06-06,15.2,21.8
143,措备,2017-06-07,17.3,26.5
143,措备,2017-06-08,18.1,27.9
143,措备,2017-06-09,17.4,33
143,措备,2017-06-10,18.6,28.9
143,措备,2017-06-11,17.1,28.9
143,措备,2017-06-12,15.8,23.8
143,措备,2017-06-13,15.7,27.7
143,措备,2017-06-14,15.3,29.2
143,措备,2017-06-15,20.5,32.7
143,措备,2017-06-16,18.4,28
143,措备,2017-06-17,16.4,32.4
143,措备,2017-06-18,17.8,35.7
143,措备,2017-06-19,20.3,36.3
143,措备,2017-06-20,19.9,30.5
143,措备,2017-06-21,18.7,32.2
143,措备,2017-06-22,18.9,33.2
143,措备,2017-06-23,20.2,33.8
143,措备,2017-06-24,20.4,33.2
143,措备,2017-06-25,19.7,29.7
143,措备,2017-06-26,19.7,26.8
143,措备,2017-06-27,20.1,28.5
143,措备,2017-06-28,19.7,32.7
143,措备,2017-06-29,21.2,29.6
143,措备,2017-06-30,21.5,32.7
143,措备,2017-07-01,24.9,30.5
143,措备,2017-07-02,23.7,31.1
143,措备,2017-07-03,25.7,34.3
143,措备,2017-07-04,24,32.1
143,措备,2017-07-05,22.7,33.1
143,措备,2017-07-06,23.4,32.8
143,措备,2017-07-07,24.4,29.2
143,措备,2017-07-08,25,29.7
143,措备,2017-07-09,25,35.4
143,措备,2017-07-10,27.2,32.6
143,措备,2017-07-11,26.8,34
143,措备,2017-07-12,25.9,35.9
143,措备,2017-07-13,24.3,37.2
143,措备,2017-07-14,23.1,35.8
143,措备,2017-07-15,23.7,30.9
143,措备,2017-07-16,24.8,34.5
143,措备,2017-07-17,22.8,33
143,措备,2017-07-18,23.3,32
143,措备,2017-07-19,23.9,35.2
143,措备,2017-07-20,25.6,35.6
143,措备,2017-07-21,27.5,36.6
143,措备,2017-07-22,22.7,38.4
143,措备,2017-07-23,22.5,31.9
143,措备,2017-07-24,26.4,35.9
143,措备,2017-07-25,24,27.9
143,措备,2017-07-26,21.9,30.1
143,措备,2017-07-27,19.1,33.9
143,措备,2017-07-28,21.9,35.4
143,措备,2017-07-29,21.5,26.2
143,措备,2017-07-30,22,30.9
143,措备,2017-07-31,23.7,26.1
143,措备,2017-08-01,23.4,32.8
143,措备,2017-08-02,23.2,31.3
143,措备,2017-08-03,22.5,32.1
143,措备,2017-08-04,24.3,35.6
143,措备,2017-08-05,25.2,36.5
143,措备,2017-08-06,25.8,37
143,措备,2017-08-07,26.3,35.5
143,措备,2017-08-08,24.8,34.5
143,措备,2017-08-09,24.5,29.7
143,措备,2017-08-10,23.6,26.2
143,措备,2017-08-11,22.8,32.3
143,措备,2017-08-12,21.3,30.2
143,措备,2017-08-13,20.5,26.7
143,措备,2017-08-14,21.3,24.2
143,措备,2017-08-15,21.6,25.2
143,措备,2017-08-16,22.8,30.4
143,措备,2017-08-17,22,30.3
143,措备,2017-08-18,21.8,31.1
143,措备,2017-08-19,22.8,30.2
143,措备,2017-08-20,23.2,29.3
143,措备,2017-08-21,23.4,32
143,措备,2017-08-22,23.7,33.5
143,措备,2017-08-23,25.2,35.9
143,措备,2017-08-24,26.2,35.5
143,措备,2017-08-25,24.1,33.7
143,措备,2017-08-26,20,31.4
143,措备,2017-08-27,16.9,31
143,措备,2017-08-28,19,32.3
143,措备,2017-08-29,21.4,30.9
