瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C)
143,措备,2017-08-30,19.4,25.6
143,措备,2017-08-31,15.5,29.1
143,措备,2017-09-01,17.2,27.1
143,措备,2017-09-02,14.6,26.5
143,措备,2017-09-03,14.8,27.9
143,措备,2017-09-04,17.6,28
143,措备,2017-09-05,18.4,24.8
143,措备,2017-09-06,18.2,25.3
143,措备,2017-09-07,18.2,28.3
143,措备,2017-09-08,17.8,29.8
143,措备,2017-09-09,17.9,30.4
143,措备,2017-09-10,18,29.1
143,措备,2017-09-11,19.4,22.7
143,措备,2017-09-12,19.5,30
143,措备,2017-09-13,16.6,28.2
143,措备,2017-09-14,15.3,27.2
143,措备,2017-09-15,17.5,24.7
143,措备,2017-09-16,18.9,24.8
143,措备,2017-09-17,18.6,25.6
143,措备,2017-09-18,16.2,29.1
143,措备,2017-09-19,15.7,29.2
143,措备,2017-09-20,14.9,25.3
143,措备,2017-09-21,11.5,27.1
143,措备,2017-09-22,15.3,28
143,措备,2017-09-23,15.7,27.4
143,措备,2017-09-24,15.5,28.9
143,措备,2017-09-25,17.2,29.4
143,措备,2017-09-26,16.1,28.7
143,措备,2017-09-27,16.1,21.5
143,措备,2017-09-28,17.6,26.7
143,措备,2017-09-29,13.5,22.2
143,措备,2017-09-30,9.2,26.5
143,措备,2017-10-01,11.7,19.4
143,措备,2017-10-02,17.6,23.6
143,措备,2017-10-03,17.1,24.2
143,措备,2017-10-04,15.6,21.6
143,措备,2017-10-05,13.5,20.2
143,措备,2017-10-06,14.1,17.9
143,措备,2017-10-07,17.1,23.9
143,措备,2017-10-08,16.5,27.7
143,措备,2017-10-09,16.6,29.1
143,措备,2017-10-10,18.1,28.3
143,措备,2017-10-11,17.2,23.6
143,措备,2017-10-12,13.9,17.4
143,措备,2017-10-13,10.6,20.1
143,措备,2017-10-14,11.3,21
143,措备,2017-10-15,12.2,19
143,措备,2017-10-16,12.3,19.6
143,措备,2017-10-17,9.7,21.3
143,措备,2017-10-18,14,19.6
143,措备,2017-10-19,11.7,20.5
143,措备,2017-10-20,11,21.9
143,措备,2017-10-21,9.7,22.2
143,措备,2017-10-22,11,21.8
143,措备,2017-10-23,10.5,18.9
143,措备,2017-10-24,8.9,17.5
143,措备,2017-10-25,6.4,20.2
143,措备,2017-10-26,5.8,19.3
143,措备,2017-10-27,10.4,22.2
143,措备,2017-10-28,10.8,20.7
143,措备,2017-10-29,8.9,21.5
143,措备,2017-10-30,6.1,14.8
143,措备,2017-10-31,1.7,18.3
143,措备,2017-11-01,5.1,19.6
143,措备,2017-11-02,8.8,20.9
143,措备,2017-11-03,7.9,20.4
143,措备,2017-11-04,5.6,14.8
143,措备,2017-11-05,3.3,16.4
143,措备,2017-11-06,2.9,18.2
143,措备,2017-11-07,4.7,20.9
143,措备,2017-11-08,11,21.4
143,措备,2017-11-09,4.3,18.9
143,措备,2017-11-10,4.5,22.2
143,措备,2017-11-11,3.2,13
143,措备,2017-11-12,-.5,14.7
143,措备,2017-11-13,1.5,15.7
143,措备,2017-11-14,6.6,15.8
143,措备,2017-11-15,2.5,11.7
143,措备,2017-11-16,1.1,10.3
143,措备,2017-11-17,-2.2,11.4
143,措备,2017-11-18,-1,9.1
143,措备,2017-11-19,-2.1,6.1
143,措备,2017-11-20,1.7,9
143,措备,2017-11-21,-2.2,11.8
143,措备,2017-11-22,1.3,10.8
143,措备,2017-11-23,.1,7.2
143,措备,2017-11-24,-1,7.8
143,措备,2017-11-25,-3.5,11.2
143,措备,2017-11-26,2.1,14
143,措备,2017-11-27,-.6,13.3
143,措备,2017-11-28,1.2,15.5
143,措备,2017-11-29,4.6,14.3
143,措备,2017-11-30,-.5,8.2
143,措备,2017-12-01,-2.6,4.4
143,措备,2017-12-02,-4.5,8.4
143,措备,2017-12-03,-3.1,12.8
143,措备,2017-12-04,-1.4,8.2
143,措备,2017-12-05,-4.1,2.3
143,措备,2017-12-06,-5.5,7.1
143,措备,2017-12-07,-2.6,7.6
143,措备,2017-12-08,-3.1,2.8
143,措备,2017-12-09,-4.3,7
143,措备,2017-12-10,-.5,11
143,措备,2017-12-11,-5.7,2.9
143,措备,2017-12-12,-8.2,-1
143,措备,2017-12-13,-7,1.8
143,措备,2017-12-14,-10.2,3.7
143,措备,2017-12-15,-6.5,6.5
143,措备,2017-12-16,-4.4,3
143,措备,2017-12-17,-6.9,1.1
143,措备,2017-12-18,-6.8,7.7
143,措备,2017-12-19,-2.9,3
143,措备,2017-12-20,-5.8,5.7
143,措备,2017-12-21,-5.8,7.8
143,措备,2017-12-22,-4.4,9.5
143,措备,2017-12-23,-3.5,10.8
143,措备,2017-12-24,.7,5.9
143,措备,2017-12-25,-.7,4.3
143,措备,2017-12-26,-3.2,5.6
143,措备,2017-12-27,-5.9,1.5
143,措备,2017-12-28,-3.6,4.7
143,措备,2017-12-29,.6,9.1
143,措备,2017-12-30,-2.4,8.3
143,措备,2017-12-31,.7,6.4
143,措备,2018-01-01,-1.3,5
143,措备,2018-01-02,-4.7,7.7
143,措备,2018-01-03,-2.9,4
143,措备,2018-01-04,-3.3,4.8
143,措备,2018-01-05,-.4,6.5
143,措备,2018-01-06,-3,6.9
143,措备,2018-01-07,-6.2,3.5
143,措备,2018-01-08,0,4.6
143,措备,2018-01-09,-2.1,3
143,措备,2018-01-10,-6.7,.5
143,措备,2018-01-11,-8.9,-3.3
143,措备,2018-01-12,-10.6,-3
143,措备,2018-01-13,-8,3.7
143,措备,2018-01-14,-7.2,8
143,措备,2018-01-15,-2.8,13.2
143,措备,2018-01-16,-.9,7
143,措备,2018-01-17,3.3,6.8
143,措备,2018-01-18,1.9,9.4
143,措备,2018-01-19,-2.8,8.5
143,措备,2018-01-20,-4.4,8.1
143,措备,2018-01-21,-3.5,9.1
143,措备,2018-01-22,1.1,8.8
143,措备,2018-01-23,-8.3,3.7
143,措备,2018-01-24,-12.3,-6.1
143,措备,2018-01-25,-12.4,-4.4
143,措备,2018-01-26,-13,-3.9
143,措备,2018-01-27,-13.9,2.8
143,措备,2018-01-28,-3.8,3.3
143,措备,2018-01-29,-7,-1
143,措备,2018-01-30,-8.8,1.8
143,措备,2018-01-31,-7.4,5.3
143,措备,2018-02-01,-5.7,5.4
143,措备,2018-02-02,-8.1,5.2
143,措备,2018-02-03,-6.7,-.1
143,措备,2018-02-04,-9.5,-2.3
143,措备,2018-02-05,-9,-1.6
143,措备,2018-02-06,-10.9,-2.8
143,措备,2018-02-07,-10.9,.7
143,措备,2018-02-08,-10.4,5.3
143,措备,2018-02-09,-6.5,10.6
143,措备,2018-02-10,-2.1,8.7
143,措备,2018-02-11,-5.8,1.3
143,措备,2018-02-12,-7.2,1.8
143,措备,2018-02-13,-3.5,7
143,措备,2018-02-14,-4.3,15
143,措备,2018-02-15,-.2,10.5
143,措备,2018-02-16,-3.6,9.8
143,措备,2018-02-17,-2.4,6
143,措备,2018-02-18,-1.2,7.2
143,措备,2018-02-19,-1.5,11.5
143,措备,2018-02-20,-2.7,10.7
143,措备,2018-02-21,.5,6.9
143,措备,2018-02-22,-4.8,8.2
143,措备,2018-02-23,-4.2,11.5
143,措备,2018-02-24,1.4,12.2
143,措备,2018-02-25,2.5,12.2
143,措备,2018-02-26,-3.1,13.4
143,措备,2018-02-27,-1.8,14.7
143,措备,2018-02-28,4.3,10.9
143,措备,2018-03-01,-.2,9.3
143,措备,2018-03-02,-2.8,11.6
143,措备,2018-03-03,-.3,17.7
143,措备,2018-03-04,5.8,19
143,措备,2018-03-05,2.6,12.9
143,措备,2018-03-06,.3,10.7
143,措备,2018-03-07,2.4,7.9
143,措备,2018-03-08,0,4.4
143,措备,2018-03-09,-.1,6.3
143,措备,2018-03-10,-.3,13.8
143,措备,2018-03-11,2.2,15.7
143,措备,2018-03-12,.7,20.1
143,措备,2018-03-13,4,23
143,措备,2018-03-14,8.2,24.4
143,措备,2018-03-15,11.9,16.5
143,措备,2018-03-16,.8,11.8
143,措备,2018-03-17,-1.9,13.6
143,措备,2018-03-18,1.3,14.8
143,措备,2018-03-19,4,11.3
143,措备,2018-03-20,3.1,7.9
143,措备,2018-03-21,0,3.3
143,措备,2018-03-22,1.8,11.7
143,措备,2018-03-23,0,15.6
143,措备,2018-03-24,4.6,18.5
143,措备,2018-03-25,4.9,21.8
143,措备,2018-03-26,6.2,22.6
143,措备,2018-03-27,7.9,24.1
143,措备,2018-03-28,9.8,25.9
143,措备,2018-03-29,10.3,23.9
143,措备,2018-03-30,9.5,18.5
143,措备,2018-03-31,6,24
143,措备,2018-04-01,10.2,23.7
143,措备,2018-04-02,12.9,26.5
143,措备,2018-04-03,13.6,27.2
143,措备,2018-04-04,7.6,18.6
143,措备,2018-04-05,7.2,9.6
143,措备,2018-04-06,5.8,16.2
143,措备,2018-04-07,3.5,10.2
143,措备,2018-04-08,.5,14.2
143,措备,2018-04-09,8.3,19.4
143,措备,2018-04-10,5.3,22.5
143,措备,2018-04-11,14.5,24.1
143,措备,2018-04-12,8,23.7
143,措备,2018-04-13,7.1,18
143,措备,2018-04-14,9,12.1
143,措备,2018-04-15,9,17.9
143,措备,2018-04-16,6.4,19.2
143,措备,2018-04-17,8.3,21.8
143,措备,2018-04-18,8.5,24.9
143,措备,2018-04-19,9.5,28
143,措备,2018-04-20,11.1,30.5
143,措备,2018-04-21,13,32
143,措备,2018-04-22,12.2,21.5
143,措备,2018-04-23,9.5,12.8
143,措备,2018-04-24,9.7,12.9
143,措备,2018-04-25,5.1,21.8
143,措备,2018-04-26,5.5,25.9
143,措备,2018-04-27,12.1,24
143,措备,2018-04-28,8.2,27
143,措备,2018-04-29,9.7,27.8
143,措备,2018-04-30,14.9,28.3
143,措备,2018-05-01,14.9,24.6
143,措备,2018-05-02,13.4,19.5
143,措备,2018-05-03,9.5,19.3
143,措备,2018-05-04,7.2,23
143,措备,2018-05-05,10.9,27.9
143,措备,2018-05-06,14.9,18.7
143,措备,2018-05-07,13.4,18.9
143,措备,2018-05-08,12.9,16.7
143,措备,2018-05-09,11.1,17.1
143,措备,2018-05-10,11,25
143,措备,2018-05-11,11.3,26.9
143,措备,2018-05-12,15.4,19.9
143,措备,2018-05-13,16.3,25.9
143,措备,2018-05-14,14.2,29.6
143,措备,2018-05-15,17.2,32
143,措备,2018-05-16,22.6,27
143,措备,2018-05-17,23.6,30.6
143,措备,2018-05-18,12.6,25
143,措备,2018-05-19,11.2,18.3
143,措备,2018-05-20,8.9,19.2
143,措备,2018-05-21,13.4,19.2
143,措备,2018-05-22,10.8,25.6
143,措备,2018-05-23,14.9,26.6
143,措备,2018-05-24,11.3,30.2
143,措备,2018-05-25,15.4,29.4
143,措备,2018-05-26,14.8,30.6
143,措备,2018-05-27,15.4,28.2
143,措备,2018-05-28,18.2,27.7
143,措备,2018-05-29,17.4,29.9
143,措备,2018-05-30,17.8,29.1
143,措备,2018-05-31,17.9,27.6
143,措备,2018-06-01,15.5,32.2
143,措备,2018-06-02,18.8,33.9
143,措备,2018-06-03,18.4,32.1
143,措备,2018-06-04,19.2,30.8
143,措备,2018-06-05,20.4,26
143,措备,2018-06-06,17.6,31.5
143,措备,2018-06-07,19.6,33.8
143,措备,2018-06-08,21.2,31.7
143,措备,2018-06-09,18,23.3
143,措备,2018-06-10,15.8,22.4
143,措备,2018-06-11,15.3,19.6
143,措备,2018-06-12,15.2,25.6
143,措备,2018-06-13,17.3,25.2
143,措备,2018-06-14,17.3,24.2
143,措备,2018-06-15,17.2,23.1
143,措备,2018-06-16,16,22.6
143,措备,2018-06-17,13.7,29
143,措备,2018-06-18,18.9,32.4
143,措备,2018-06-19,20.3,25
143,措备,2018-06-20,18.7,29.5
143,措备,2018-06-21,19.1,31.8
143,措备,2018-06-22,17.7,32
143,措备,2018-06-23,20.9,32.3
143,措备,2018-06-24,22.6,35
143,措备,2018-06-25,20.9,35.3
143,措备,2018-06-26,22.3,28.6
143,措备,2018-06-27,20,32.1
143,措备,2018-06-28,20.9,25.4
143,措备,2018-06-29,21.5,29.8
143,措备,2018-06-30,20.4,25.6
143,措备,2018-07-01,19.7,30.2
143,措备,2018-07-02,21.6,29
143,措备,2018-07-03,22.3,27.3
143,措备,2018-07-04,22.2,33.4
143,措备,2018-07-05,21.4,25
143,措备,2018-07-06,18.9,22.5
143,措备,2018-07-07,18,24.3
143,措备,2018-07-08,17.6,22.3
143,措备,2018-07-09,17.9,20.7
143,措备,2018-07-10,18.6,30.9
143,措备,2018-07-11,23,32.9
143,措备,2018-07-12,24.8,34.4
143,措备,2018-07-13,26.6,35.1
143,措备,2018-07-14,26,36.4
143,措备,2018-07-15,26.5,36.5
143,措备,2018-07-16,25.9,37.2
143,措备,2018-07-17,26.1,36.6
143,措备,2018-07-18,25.4,35.6
143,措备,2018-07-19,26,36.6
143,措备,2018-07-20,25.4,38.5
143,措备,2018-07-21,25.7,36.8
143,措备,2018-07-22,26.3,35.8
143,措备,2018-07-23,27.4,38
143,措备,2018-07-24,26.7,38.6
143,措备,2018-07-25,27.2,37.1
143,措备,2018-07-26,27.9,38
143,措备,2018-07-27,28.6,39.2
143,措备,2018-07-28,26.7,33.9
143,措备,2018-07-29,24.4,36.9
143,措备,2018-07-30,25.4,33
143,措备,2018-07-31,24.3,34.3
143,措备,2018-08-01,24,37.5
143,措备,2018-08-02,25.2,37.2
143,措备,2018-08-03,25.3,37.8
143,措备,2018-08-04,27.2,38.7
143,措备,2018-08-05,28.6,36.9
143,措备,2018-08-06,26.9,36.1
143,措备,2018-08-07,25.9,32.2
143,措备,2018-08-08,24.1,37.1
143,措备,2018-08-09,24.9,37
143,措备,2018-08-10,23.7,28.8
143,措备,2018-08-11,24.8,29.5
143,措备,2018-08-12,24.2,32
143,措备,2018-08-13,25.4,36.2
143,措备,2018-08-14,24.6,36.8
143,措备,2018-08-15,24.7,34.9
143,措备,2018-08-16,23.9,31.9
143,措备,2018-08-17,21.6,28.2
143,措备,2018-08-18,18.7,28.6
143,措备,2018-08-19,18.4,31.3
143,措备,2018-08-20,20,32.4
143,措备,2018-08-21,21,36.9
143,措备,2018-08-22,25,33.7
143,措备,2018-08-23,25.3,29.7
143,措备,2018-08-24,24.8,33.5
143,措备,2018-08-25,23.4,31.9
143,措备,2018-08-26,19.3,23.9
143,措备,2018-08-27,20.4,24.9
143,措备,2018-08-28,23,31.7
143,措备,2018-08-29,22.4,33
143,措备,2018-08-30,24.9,32.4
143,措备,2018-08-31,21.7,26.3
143,措备,2018-09-01,20.5,27.4
143,措备,2018-09-02,18.9,25.3
143,措备,2018-09-03,20.3,26.6
143,措备,2018-09-04,19.1,30.2
143,措备,2018-09-05,19.5,30.4
143,措备,2018-09-06,17.9,27.1
143,措备,2018-09-07,20.7,27.4
143,措备,2018-09-08,17.1,24.4
143,措备,2018-09-09,15.2,27.2
143,措备,2018-09-10,16.5,24.9
143,措备,2018-09-11,14.6,23.8
143,措备,2018-09-12,17.1,25.6
143,措备,2018-09-13,19.1,23.9
143,措备,2018-09-14,20.2,23.3
143,措备,2018-09-15,20.3,24.2
143,措备,2018-09-16,21.6,28.9
143,措备,2018-09-17,19.8,28.8
143,措备,2018-09-18,18,29.2
143,措备,2018-09-19,18.5,26.2
143,措备,2018-09-20,19.7,21.6
143,措备,2018-09-21,19.1,20.3
143,措备,2018-09-22,17.4,27.4
143,措备,2018-09-23,14.3,27.4
143,措备,2018-09-24,13.1,21.5
143,措备,2018-09-25,10.4,23.7
143,措备,2018-09-26,13.9,22
143,措备,2018-09-27,11.1,23.2
143,措备,2018-09-28,11,21.9
143,措备,2018-09-29,15.6,21
143,措备,2018-09-30,16.3,27
143,措备,2018-10-01,14,20.6
143,措备,2018-10-02,12.1,23.5
143,措备,2018-10-03,10.2,23.8
143,措备,2018-10-04,11.5,23.7
143,措备,2018-10-05,17.1,19.1
143,措备,2018-10-06,18.4,23.6
143,措备,2018-10-07,14.7,25.8
143,措备,2018-10-08,12.8,22.1
143,措备,2018-10-09,11.5,19.6
143,措备,2018-10-10,11.9,19.2
143,措备,2018-10-11,8.3,16.4
143,措备,2018-10-12,5.3,18.1
143,措备,2018-10-13,8,20.9
143,措备,2018-10-14,8,21.2
143,措备,2018-10-15,10.5,21.7
143,措备,2018-10-16,10.3,17.5
143,措备,2018-10-17,8.3,20.6
143,措备,2018-10-18,6.5,19.5
143,措备,2018-10-19,8.6,20.1
143,措备,2018-10-20,6.6,20.2
143,措备,2018-10-21,4.9,22.1
143,措备,2018-10-22,6.3,19.8
143,措备,2018-10-23,11.4,22.1
143,措备,2018-10-24,9,21.1
143,措备,2018-10-25,5.9,20.7
143,措备,2018-10-26,9.5,14.9
143,措备,2018-10-27,9,16.3
143,措备,2018-10-28,4.2,18.9
143,措备,2018-10-29,5.9,17.5
143,措备,2018-10-30,5.7,13.7
143,措备,2018-10-31,2.8,15.8
143,措备,2018-11-01,1.9,17.2
143,措备,2018-11-02,1.8,18.6
143,措备,2018-11-03,2.2,20.1
143,措备,2018-11-04,3.4,21.2
143,措备,2018-11-05,3.1,20
143,措备,2018-11-06,6.4,20.9
143,措备,2018-11-07,10.9,17
143,措备,2018-11-08,12.9,17.6
143,措备,2018-11-09,8.3,16.5
143,措备,2018-11-10,4.6,19
143,措备,2018-11-11,4.8,17.1
143,措备,2018-11-12,7.3,16.5
143,措备,2018-11-13,6.4,15.4
143,措备,2018-11-14,3.9,17.6
143,措备,2018-11-15,3.5,16.7
143,措备,2018-11-16,4.7,13.4
143,措备,2018-11-17,4.2,15.3
143,措备,2018-11-18,3.9,11.6
143,措备,2018-11-19,2.8,14.5
143,措备,2018-11-20,3,14.5
143,措备,2018-11-21,-.2,11.3
143,措备,2018-11-22,1.5,9
143,措备,2018-11-23,-1.8,8.8
143,措备,2018-11-24,-2.7,5.3
143,措备,2018-11-25,1,10.5
143,措备,2018-11-26,-.6,13.9
143,措备,2018-11-27,.8,16.8
143,措备,2018-11-28,2.2,13.1
143,措备,2018-11-29,-1.2,12
143,措备,2018-11-30,.9,14
143,措备,2018-12-01,2.8,11.4
143,措备,2018-12-02,.7,14.7
143,措备,2018-12-03,8.9,15.5
143,措备,2018-12-04,8,16.1
143,措备,2018-12-05,2.2,10.4
143,措备,2018-12-06,4.1,7.8
143,措备,2018-12-07,-5.2,4.8
143,措备,2018-12-08,-6.5,-.3
143,措备,2018-12-09,-6.2,1.6
143,措备,2018-12-10,-8.3,6.3
143,措备,2018-12-11,-3.3,1.8
143,措备,2018-12-12,-1.8,3.5
143,措备,2018-12-13,-4,6.8
143,措备,2018-12-14,-3.7,3.9
143,措备,2018-12-15,-7.9,6.5
143,措备,2018-12-16,-3.2,1.8
143,措备,2018-12-17,-2.5,7.6
143,措备,2018-12-18,-1.1,8.7
143,措备,2018-12-19,-1.6,13.1
143,措备,2018-12-20,0,9.5
143,措备,2018-12-21,-2.6,12.4
143,措备,2018-12-22,0,14.5
143,措备,2018-12-23,2.7,11.6
143,措备,2018-12-24,-1.3,5.5
143,措备,2018-12-25,-4.6,5.6
143,措备,2018-12-26,1.3,8.9
143,措备,2018-12-27,-7.4,1.6
143,措备,2018-12-28,-8.8,-2.2
143,措备,2018-12-29,-7.3,-.7
143,措备,2018-12-30,-6.8,1.6
143,措备,2018-12-31,-8.3,5.6
