년,월,일,최대전력(MW)
2016,4,24,53148
2016,4,23,56709
2016,4,22,62611
2016,4,21,65489
2016,4,20,63040
2016,4,19,63025
2016,4,18,63016
2016,4,17,53629
2016,4,16,56605
2016,4,15,62730
2016,4,14,61592
2016,4,13,61592
2016,4,12,63629
2016,4,11,63842
2016,4,10,53991
2016,4,9,56897
2016,4,8,64364
2016,4,7,65765
2016,4,6,63973
2016,4,5,63821
2016,4,4,64622
2016,4,3,54758
2016,4,2,56000
2016,4,1,63321
2016,3,31,65372
2016,3,30,65286
2016,3,29,66996
2016,3,28,66453
2016,3,27,56066
2016,3,26,59204
2016,3,25,67803
2016,3,24,67411
2016,3,23,66518
2016,3,22,66468
2016,3,21,65976
2016,3,20,55692
2016,3,19,59798
2016,3,18,68855
2016,3,17,68585
2016,3,16,70048
2016,3,15,71249
2016,3,14,71811
2016,3,13,58472
2016,3,12,63026
2016,3,11,73355
2016,3,10,73534
2016,3,9,73394
2016,3,8,71496
2016,3,7,68654
2016,3,6,56541
2016,3,5,61088
2016,3,4,71181
2016,3,3,73339
2016,3,2,75697
2016,3,1,65659
2016,2,29,75081
2016,2,28,60454
2016,2,27,62835
2016,2,26,74143
2016,2,25,74692
2016,2,24,74895
2016,2,23,73020
2016,2,22,75055
2016,2,21,61244
2016,2,20,63910
2016,2,19,73525
2016,2,18,74491
2016,2,17,75386
2016,2,16,77048
2016,2,15,76750
2016,2,14,62099
2016,2,13,63690
2016,2,12,72165
2016,2,11,71422
2016,2,10,58442
2016,2,9,56144
2016,2,8,54354
2016,2,7,60053
2016,2,6,64785
2016,2,5,76775
2016,2,4,78046
2016,2,3,79833
2016,2,2,80020
2016,2,1,79041
2016,1,31,63782
2016,1,30,67071
2016,1,29,78730
2016,1,28,80274
2016,1,27,79191
2016,1,26,81877
2016,1,25,82811
2016,1,24,67807
2016,1,23,71326
2016,1,22,80802
2016,1,21,82972
2016,1,20,81861
2016,1,19,82123
2016,1,18,78462
2016,1,17,61528
2016,1,16,66852
2016,1,15,77494
2016,1,14,78269
2016,1,13,78819
2016,1,12,78291
2016,1,11,76764
2016,1,10,61698
2016,1,9,66036
2016,1,8,76982
2016,1,7,76531
2016,1,6,76602
2016,1,5,76909
2016,1,4,71516
2016,1,3,58280
2016,1,2,58562
2016,1,1,59662
2015,12,31,69887
2015,12,30,74257
2015,12,29,76087
2015,12,28,75834
2015,12,27,61544
2015,12,26,61301
2015,12,25,62658
2015,12,24,72706
2015,12,23,72896
2015,12,22,74781
2015,12,21,75526
2015,12,20,60678
2015,12,19,65145
2015,12,18,77282
2015,12,17,76340
2015,12,16,73369
2015,12,15,71928
2015,12,14,71845
2015,12,13,58055
2015,12,12,61903
2015,12,11,71554
2015,12,10,72052
2015,12,9,73300
2015,12,8,73169
2015,12,7,73760
2015,12,6,59924
2015,12,5,62921
2015,12,4,74655
2015,12,3,73871
2015,12,2,71955
2015,12,1,72117
2015,11,30,70678
2015,11,29,58656
2015,11,28,63822
2015,11,27,73965
2015,11,26,73301
2015,11,25,70103
2015,11,24,67791
2015,11,23,66940
2015,11,22,54692
2015,11,21,58603
2015,11,20,65527
2015,11,19,66358
2015,11,18,66812
2015,11,17,65056
2015,11,16,65914
2015,11,15,54480
2015,11,14,57776
2015,11,13,66214
2015,11,12,64451
2015,11,11,64221
2015,11,10,65234
2015,11,9,65021
2015,11,8,54098
2015,11,7,58830
2015,11,6,63785
2015,11,5,63626
2015,11,4,64007
2015,11,3,64524
2015,11,2,64439
2015,11,1,54224
2015,10,31,56721
2015,10,30,64239
2015,10,29,64520
2015,10,28,63356
2015,10,27,64385
2015,10,26,63891
2015,10,25,52758
2015,10,24,55946
2015,10,23,63199
2015,10,22,64211
2015,10,21,64102
2015,10,20,65040
2015,10,19,64033
2015,10,18,53494
2015,10,17,56043
2015,10,16,63790
2015,10,15,64576
2015,10,14,63625
2015,10,13,63812
2015,10,12,63312
2015,10,11,52812
2015,10,10,54244
2015,10,9,58063
2015,10,8,63497
2015,10,7,64311
2015,10,6,64572
2015,10,5,63691
2015,10,4,53269
2015,10,3,55982
2015,10,2,62303
2015,10,1,65322
2015,9,30,61103
2015,9,29,52106
2015,9,28,47846
2015,9,27,44389
2015,9,26,49043
2015,9,25,62960
2015,9,24,67067
2015,9,23,66815
2015,9,22,68297
2015,9,21,67755
2015,9,20,55707
2015,9,19,59505
2015,9,18,66562
2015,9,17,66608
2015,9,16,66232
2015,9,15,66393
2015,9,14,66672
2015,9,13,53986
2015,9,12,59147
2015,9,11,67735
2015,9,10,67993
2015,9,9,67573
2015,9,8,67206
2015,9,7,68207
2015,9,6,55172
2015,9,5,62551
2015,9,4,72121
2015,9,3,71937
2015,9,2,72236
2015,9,1,72991
2015,8,31,72639
2015,8,30,57913
2015,8,29,62100
2015,8,28,70617
2015,8,27,69840
2015,8,26,67939
2015,8,25,68423
2015,8,24,73542
2015,8,23,59361
2015,8,22,64772
2015,8,21,72231
2015,8,20,74079
2015,8,19,75218
2015,8,18,75600
2015,8,17,74469
2015,8,16,59581
2015,8,15,64512
2015,8,14,69377
2015,8,13,74160
2015,8,12,73511
2015,8,11,76028
2015,8,10,76504
2015,8,9,62661
2015,8,8,69683
2015,8,7,76916
2015,8,6,75159
2015,8,5,69924
2015,8,4,67177
2015,8,3,65735
2015,8,2,60346
2015,8,1,62162
2015,7,31,74429
2015,7,30,76696
2015,7,29,74624
2015,7,28,76179
2015,7,27,73976
2015,7,26,60454
2015,7,25,64202
2015,7,24,71742
2015,7,23,75266
2015,7,22,74740
2015,7,21,73302
2015,7,20,72128
2015,7,19,57172
2015,7,18,60151
2015,7,17,67045
2015,7,16,69032
2015,7,15,73691
2015,7,14,72249
2015,7,13,67906
2015,7,12,57062
2015,7,11,65687
2015,7,10,71612
2015,7,9,69524
2015,7,8,67481
2015,7,7,67267
2015,7,6,68718
2015,7,5,54730
2015,7,4,58508
2015,7,3,67572
2015,7,2,68058
2015,7,1,67370
2015,6,30,68545
2015,6,29,69381
2015,6,28,55007
2015,6,27,59267
2015,6,26,66006
2015,6,25,68538
2015,6,24,69882
2015,6,23,69046
2015,6,22,67716
2015,6,21,54945
2015,6,20,59363
2015,6,19,68273
2015,6,18,68456
2015,6,17,68766
2015,6,16,69508
2015,6,15,69112
2015,6,14,55037
2015,6,13,60698
2015,6,12,67843
2015,6,11,67071
2015,6,10,68573
2015,6,9,66364
2015,6,8,65474
2015,6,7,53713
2015,6,6,56114
2015,6,5,63284
2015,6,4,66264
2015,6,3,65327
2015,6,2,66172
2015,6,1,65718
2015,5,31,53681
2015,5,30,58526
2015,5,29,67107
2015,5,28,66923
2015,5,27,66092
2015,5,26,65143
2015,5,25,56379
2015,5,24,51931
2015,5,23,56701
2015,5,22,63627
2015,5,21,63145
2015,5,20,62147
2015,5,19,63092
2015,5,18,62864
2015,5,17,52474
2015,5,16,56217
2015,5,15,64069
2015,5,14,63827
2015,5,13,62025
2015,5,12,61499
2015,5,11,62407
2015,5,10,52096
2015,5,9,55800
2015,5,8,62005
2015,5,7,61489
2015,5,6,61056
2015,5,5,55179
2015,5,4,57053
2015,5,3,51611
2015,5,2,53086
2015,5,1,54959
2015,4,30,62204
2015,4,29,62500
2015,4,28,62730
2015,4,27,61897
2015,4,26,52441
2015,4,25,55101
2015,4,24,61939
2015,4,23,62522
2015,4,22,62719
2015,4,21,63196
2015,4,20,65618
2015,4,19,54102
2015,4,18,56800
2015,4,17,63104
2015,4,16,65211
2015,4,15,65086
2015,4,14,65786
2015,4,13,64956
2015,4,12,54000
2015,4,11,64409
2015,4,10,64409
2015,4,9,65751
2015,4,8,66582
2015,4,7,66436
2015,4,6,65749
2015,4,5,54596
2015,4,4,56498
2015,4,3,65030
2015,4,2,64708
2015,4,1,65584
2015,3,31,65746
2015,3,30,63670
2015,3,29,54591
2015,3,28,57762
2015,3,27,66385
2015,3,26,66899
2015,3,25,67829
2015,3,24,67669
2015,3,23,66568
2015,3,22,55520
2015,3,21,57464
2015,3,20,66148
2015,3,19,66798
2015,3,18,68802
2015,3,17,68242
2015,3,16,69413
2015,3,15,57815
2015,3,14,61622
2015,3,13,71828
2015,3,12,72718
2015,3,11,73483
2015,3,10,75375
2015,3,9,70053
2015,3,8,57792
2015,3,7,62615
2015,3,6,73317
2015,3,5,74289
2015,3,4,74800
2015,3,3,74129
2015,3,2,71982
2015,3,1,59786
2015,2,28,64908
2015,2,27,73371
2015,2,26,70678
2015,2,25,71105
2015,2,24,71195
2015,2,23,71663
2015,2,22,57926
2015,2,21,54759
2015,2,20,52756
2015,2,19,52266
2015,2,18,58143
2015,2,17,69509
2015,2,16,72707
2015,2,15,60953
2015,2,14,66381
2015,2,13,75325
2015,2,12,74263
2015,2,11,74650
2015,2,10,75019
2015,2,9,78790
2015,2,8,64160
2015,2,7,66074
2015,2,6,75326
2015,2,5,75568
2015,2,4,75795
2015,2,3,76039
2015,2,2,76071
2015,2,1,61909
2015,1,31,66124
2015,1,30,75223
2015,1,29,76407
2015,1,28,76557
2015,1,27,74412
2015,1,26,73232
2015,1,25,60041
2015,1,24,64081
2015,1,23,73957
2015,1,22,73723
2015,1,21,75544
2015,1,20,76235
2015,1,19,74564
2015,1,18,62801
2015,1,17,66531
2015,1,16,75615
2015,1,15,74662
2015,1,14,76363
2015,1,13,77150
2015,1,12,76899
2015,1,11,62260
2015,1,10,66147
2015,1,9,77107
2015,1,8,77796
2015,1,7,77597
2015,1,6,74547
2015,1,5,75118
2015,1,4,61203
2015,1,3,64079
2015,1,2,69797
2015,1,1,61739
2014,12,31,71745
2014,12,30,72542
2014,12,29,74198
2014,12,28,61769
2014,12,27,65458
2014,12,26,74911
2014,12,25,65667
2014,12,24,74969
2014,12,23,77981
2014,12,22,79156
2014,12,21,64686
2014,12,20,67176
2014,12,19,79619
2014,12,18,78892
2014,12,17,80154
2014,12,16,77950
2014,12,15,77587
2014,12,14,63231
2014,12,13,66955
2014,12,12,76682
2014,12,11,74831
2014,12,10,75726
2014,12,9,76994
2014,12,8,75976
2014,12,7,62896
2014,12,6,67124
2014,12,5,75608
2014,12,4,74965
2014,12,3,74641
2014,12,2,74227
2014,12,1,72007
2014,11,30,55881
2014,11,29,58884
2014,11,28,68433
2014,11,27,67129
2014,11,26,67069
2014,11,25,67793
2014,11,24,68325
2014,11,23,56032
2014,11,22,59676
2014,11,21,67839
2014,11,20,67975
2014,11,19,69334
2014,11,18,68121
2014,11,17,67858
2014,11,16,56052
2014,11,15,60196
2014,11,14,68655
2014,11,13,69007
2014,11,12,65941
2014,11,11,64580
2014,11,10,64539
2014,11,9,54438
2014,11,8,57532
2014,11,7,63578
2014,11,6,64014
2014,11,5,63214
2014,11,4,64057
2014,11,3,63871
2014,11,2,53691
2014,11,1,56233
2014,10,31,64278
2014,10,30,64653
2014,10,29,63902
2014,10,28,64811
2014,10,27,64128
2014,10,26,53111
2014,10,25,56092
2014,10,24,63436
2014,10,23,64120
2014,10,22,63487
2014,10,21,64634
2014,10,20,64184
2014,10,19,53074
2014,10,18,55517
2014,10,17,62550
2014,10,16,63575
2014,10,15,62626
2014,10,14,63399
2014,10,13,62685
2014,10,12,52890
2014,10,11,54877
2014,10,10,62372
2014,10,9,59045
2014,10,8,61945
2014,10,7,63184
2014,10,6,62404
2014,10,5,51715
2014,10,4,53248
2014,10,3,56747
2014,10,2,62948
2014,10,1,62630
2014,9,30,63847
2014,9,29,65058
2014,9,28,54241
2014,9,27,57263
2014,9,26,64274
2014,9,25,65682
2014,9,24,64878
2014,9,23,65404
2014,9,22,65691
2014,9,21,53797
2014,9,20,57366
2014,9,19,64544
2014,9,18,64944
2014,9,17,65050
2014,9,16,66507
2014,9,15,66972
2014,9,14,55020
2014,9,13,59351
2014,9,12,65955
2014,9,11,65262
2014,9,10,54015
2014,9,9,47665
2014,9,8,44934
2014,9,7,48762
2014,9,6,55141
2014,9,5,67144
2014,9,4,68156
2014,9,3,67408
2014,9,2,67961
2014,9,1,69406
2014,8,31,55541
2014,8,30,60855
2014,8,29,68468
2014,8,28,68404
2014,8,27,68670
2014,8,26,70689
2014,8,25,69048
2014,8,24,57285
2014,8,23,62159
2014,8,22,68320
2014,8,21,68283
2014,8,20,68596
2014,8,19,67191
2014,8,18,66232
2014,8,17,55046
2014,8,16,59837
2014,8,15,61600
2014,8,14,65015
2014,8,13,68662
2014,8,12,69977
2014,8,11,67540
2014,8,10,54596
2014,8,9,59207
2014,8,8,64948
2014,8,7,64831
2014,8,6,66074
2014,8,5,65788
2014,8,4,62294
2014,8,3,57167
2014,8,2,60964
2014,8,1,68690
2014,7,31,72870
2014,7,30,72841
2014,7,29,70243
2014,7,28,70263
2014,7,27,57555
2014,7,26,63452
2014,7,25,76054
2014,7,24,71947
2014,7,23,71830
2014,7,22,73590
2014,7,21,74839
2014,7,20,60592
2014,7,19,65090
2014,7,18,71605
2014,7,17,71498
2014,7,16,72607
2014,7,15,72611
2014,7,14,72580
2014,7,13,57026
2014,7,12,63830
2014,7,11,72310
2014,7,10,73566
2014,7,9,72676
2014,7,8,70523
2014,7,7,69831
2014,7,6,54855
2014,7,5,61356
2014,7,4,68944
2014,7,3,66535
2014,7,2,70518
2014,7,1,71029
2014,6,30,69801
2014,6,29,55503
2014,6,28,61010
2014,6,27,68262
2014,6,26,68774
2014,6,25,67542
2014,6,24,66595
2014,6,23,65547
2014,6,22,53722
2014,6,21,59988
2014,6,20,67428
2014,6,19,66800
2014,6,18,67769
2014,6,17,67326
2014,6,16,66777
2014,6,15,53962
2014,6,14,58813
2014,6,13,64400
2014,6,12,64857
2014,6,11,65006
2014,6,10,66163
2014,6,9,64907
2014,6,8,52889
2014,6,7,55666
2014,6,6,58717
2014,6,5,63187
2014,6,4,61469
2014,6,3,63465
2014,6,2,64375
2014,6,1,54570
2014,5,31,60914
2014,5,30,67424
2014,5,29,66574
2014,5,28,65865
2014,5,27,64420
2014,5,26,62708
2014,5,25,52266
2014,5,24,57838
2014,5,23,63549
2014,5,22,63560
2014,5,21,62891
2014,5,20,63090
2014,5,19,62956
2014,5,18,52446
2014,5,17,56689
2014,5,16,62471
2014,5,15,62172
2014,5,14,62471
2014,5,13,62149
2014,5,12,61216
2014,5,11,52256
2014,5,10,56582
2014,5,9,60847
2014,5,8,61820
2014,5,7,59921
2014,5,6,54460
2014,5,5,52425
2014,5,4,50506
2014,5,3,52592
2014,5,2,58473
2014,5,1,55782
2014,4,30,61294
2014,4,29,62173
2014,4,28,62596
2014,4,27,52100
2014,4,26,55806
2014,4,25,61166
2014,4,24,61546
2014,4,23,60966
2014,4,22,61699
2014,4,21,61312
2014,4,20,52591
2014,4,19,57447
2014,4,18,62898
2014,4,17,63069
2014,4,16,61956
2014,4,15,62333
2014,4,14,62272
2014,4,13,53026
2014,4,12,57820
2014,4,11,63314
2014,4,10,63345
2014,4,9,63343
2014,4,8,63010
2014,4,7,63722
2014,4,6,54598
2014,4,5,57527
2014,4,4,63757
2014,4,3,63504
2014,4,2,61890
2014,4,1,62418
2014,3,31,62487
2014,3,30,53354
2014,3,29,58164
2014,3,28,62413
2014,3,27,64011
2014,3,26,64149
2014,3,25,64482
2014,3,24,64545
2014,3,23,55419
2014,3,22,59838
2014,3,21,67809
2014,3,20,67400
2014,3,19,66737
2014,3,18,65543
2014,3,17,65809
2014,3,16,55703
2014,3,15,61734
2014,3,14,68928
2014,3,13,70934
2014,3,12,70836
2014,3,11,70922
2014,3,10,71629
2014,3,9,58998
2014,3,8,63537
2014,3,7,72167
2014,3,6,71384
2014,3,5,70162
2014,3,4,69932
2014,3,3,68575
2014,3,2,56807
2014,3,1,58850
2014,2,28,67179
2014,2,27,67342
2014,2,26,69420
2014,2,25,69583
2014,2,24,69972
2014,2,23,58631
2014,2,22,62750
2014,2,21,71428
2014,2,20,71641
2014,2,19,71872
2014,2,18,71120
2014,2,17,70900
2014,2,16,58797
2014,2,15,62944
2014,2,14,72398
2014,2,13,73371
2014,2,12,73302
2014,2,11,73982
2014,2,10,74404
2014,2,9,60604
2014,2,8,65220
2014,2,7,74297
2014,2,6,76274
2014,2,5,77295
2014,2,4,75443
2014,2,3,68620
2014,2,2,53374
2014,2,1,51521
2014,1,31,51068
2014,1,30,56440
2014,1,29,69659
2014,1,28,71539
2014,1,27,73444
2014,1,26,61182
2014,1,25,64359
2014,1,24,73391
2014,1,23,75362
2014,1,22,76306
2014,1,21,76751
2014,1,20,75282
2014,1,19,62682
2014,1,18,66275
2014,1,17,75359
2014,1,16,75473
2014,1,15,75939
2014,1,14,76442
2014,1,13,76173
2014,1,12,62125
2014,1,11,65783
2014,1,10,76389
2014,1,9,75555
2014,1,8,73029
2014,1,7,73338
2014,1,6,72948
2014,1,5,59580
2014,1,4,62599
2014,1,3,71195
2014,1,2,68868
2014,1,1,57526
2013,12,31,67916
2013,12,30,71415
2013,12,29,61896
2013,12,28,65478
2013,12,27,74675
2013,12,26,73961
2013,12,25,63668
2013,12,24,74501
2013,12,23,73629
2013,12,22,61367
2013,12,21,65438
2013,12,20,74935
2013,12,19,74118
2013,12,18,72991
2013,12,17,75108
2013,12,16,75681
2013,12,15,60957
2013,12,14,64733
2013,12,13,73917
2013,12,12,72898
2013,12,11,71706
2013,12,10,70932
2013,12,9,71012
2013,12,8,57802
2013,12,7,61430
2013,12,6,69939
2013,12,5,69964
2013,12,4,70241
2013,12,3,69642
2013,12,2,69941
2013,12,1,57856
2013,11,30,62184
2013,11,29,72472
2013,11,28,72686
2013,11,27,71192
2013,11,26,69943
2013,11,25,69053
2013,11,24,56221
2013,11,23,60420
2013,11,22,68915
2013,11,21,69400
2013,11,20,69837
2013,11,19,69483
2013,11,18,69316
2013,11,17,56018
2013,11,16,58986
2013,11,15,65666
2013,11,14,67082
2013,11,13,66150
2013,11,12,66426
2013,11,11,65865
2013,11,10,54144
2013,11,9,55968
2013,11,8,62796
2013,11,7,62671
2013,11,6,62657
2013,11,5,62668
2013,11,4,62623
2013,11,3,52359
2013,11,2,55557
2013,11,1,61066
2013,10,31,63329
2013,10,30,62824
2013,10,29,63926
2013,10,28,63155
2013,10,27,51788
2013,10,26,54801
2013,10,25,62398
2013,10,24,62777
2013,10,23,62185
2013,10,22,62822
2013,10,21,62099
2013,10,20,51487
2013,10,19,55528
2013,10,18,61911
2013,10,17,62394
2013,10,16,61498
2013,10,15,62574
2013,10,14,62685
2013,10,13,51494
2013,10,12,54568
2013,10,11,62118
2013,10,10,64136
2013,10,9,59766
2013,10,8,64075
2013,10,7,64911
2013,10,6,53017
2013,10,5,55667
2013,10,4,61182
2013,10,3,57222
2013,10,2,62685
2013,10,1,63532
2013,9,30,62764
2013,9,29,52725
2013,9,28,56668
2013,9,27,61263
2013,9,26,61708
2013,9,25,63041
2013,9,24,65765
2013,9,23,64919
2013,9,22,52637
2013,9,21,50913
2013,9,20,47235
2013,9,19,44095
2013,9,18,47703
2013,9,17,60397
2013,9,16,62839
2013,9,15,55438
2013,9,14,61174
2013,9,13,67689
2013,9,12,66213
2013,9,11,66061
2013,9,10,65504
2013,9,9,65106
2013,9,8,53099
2013,9,7,57341
2013,9,6,62697
2013,9,5,63323
2013,9,4,64303
2013,9,3,63488
2013,9,2,65238
2013,9,1,54172
